Registro;Nombre;Fecha Registro;Empresa;Principio Activo;Control Legal;Condiciones de Venta;Equivalente Terapeutico
F-19401/17;NEPOKARE COMPRIMIDOS RECUBIERTOS 5 mg;2012-04-30 00:00:00;DR. REDDY'S LABORATORIES CHILE S.p.A.;DONEPEZILO;;Receta Médica;TRUE
F-11415/21;NERATOL CÁPSULAS 3 mg;1997-03-26 00:00:00;FLAVIA WOLOSZYN Y CIA. LTDA. (GREEN MEDICAL LABORATORIOS);MELATONINA;;Receta Médica;
F-25366/20;NERLYNX COMPRIMIDOS RECUBIERTOS 40 mg (NERATINIB);2020-04-28 00:00:00;LABORATORIOS PINT-PHARMA CHILE S.p.A.;NERATINIB;;Receta Médica;
F-12491/17;NERVIX COMPRIMIDOS RECUBIERTOS 75 mg;2002-11-20 00:00:00;LABORATORIO BAGÓ DE CHILE S.A.;VENLAFAXINA;;Receta Médica;TRUE
F-21973/20;NERVOTON JARABE;2015-07-02 00:00:00;DROGUERÍA FARMOQUÍMICA DEL PACÍFICO LTDA.;CIANOCOBALAMINA//NICOTINAMIDA//PIRIDOXINA//RIBOFLAVINA//TIAMINA;;Receta Médica;
F-25509/20;NERVOTON JARABE;2020-06-25 00:00:00;DROGUERÍA FARMOQUÍMICA DEL PACÍFICO S.p.A.;CIANOCOBALAMINA//NICOTINAMIDA//PIRIDOXINA//RIBOFLAVINA//TIAMINA;;Receta Médica;
F-8749/21;NETAF COMPRIMIDOS RECUBIERTOS 10 mg;1992-03-05 00:00:00;CHEMOPHARMA S.A.;KETOROLACO TROMETAMOL;;Receta Médica;
B-2642/21;NEULASTIM RECOMBINANTE SOLUCIÓN INYECTABLE 6 mg/0,6 mL (PEGFILGRASTIM);2016-09-02 00:00:00;TECNOFARMA S.A.;PEGFILGRASTIM;;Receta Médica;
F-643/18;NEULEPTIL SOLUCIÓN ORAL PARA GOTAS 1%;1998-07-23 00:00:00;SANOFI-AVENTIS DE CHILE S.A.;PERICIAZINA;;Receta Médica;
F-6094/20;NEULEPTIL SOLUCIÓN ORAL PARA GOTAS 4% (PERICIAZINA);1964-08-07 00:00:00;SANOFI-AVENTIS DE CHILE S.A.;PERICIAZINA;;Receta Médica;
B-2650/21;NEUPOGEN RECOMBINANTE SOLUCIÓN INYECTABLE 30 MU/1 mL (FILGRASTIM);2016-09-24 00:00:00;TECNOFARMA S.A.;FILGRASTIM;;Receta Médica;
B-2649/21;NEUPOGEN RECOMBINANTE SOLUCIÓN INYECTABLE 30 MU/0,5 mL, JERINGA PRELLENA (FILGRASTIM);2016-09-24 00:00:00;TECNOFARMA S.A.;FILGRASTIM;;Receta Médica;
F-17422/19;NEUPRO PARCHE TRANSDÉRMICO 4 mg/24 Horas;2009-03-24 00:00:00;LABORATORIO BIOPAS S.A.;ROTIGOTINA;;Receta Médica;
F-17423/19;NEUPRO PARCHE TRANSDÉRMICO 6 mg/24 Horas;2009-03-24 00:00:00;LABORATORIO BIOPAS S.A.;ROTIGOTINA;;Receta Médica;
F-17424/19;NEUPRO PARCHE TRANSDÉRMICO 8 mg/ 24 Horas;2009-03-24 00:00:00;LABORATORIO BIOPAS S.A.;ROTIGOTINA;;Receta Médica;
F-13299/18;NEURACTIN S.R. COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 500 mg;2003-11-26 00:00:00;FERRER CHILE S.A.;ACIDO VALPROICO;;Receta Médica;
F-21286/19;NEUROBION DC 10.000 SOLUCIÓN INYECTABLE;2014-07-29 00:00:00;PROCTER & GAMBLE CHILE LTDA.;CIANOCOBALAMINA//PIRIDOXINA//TIAMINA;;Receta Médica;
F-11105/16;NEUROCAM COMPRIMIDOS RECUBIERTOS;1991-11-13 00:00:00;LABORATORIOS LAFI LTDA.;CIANOCOBALAMINA//CLONIXINIO//PIRIDOXINA//TIAMINA;;Receta Médica;
F-23432/17;NEUROPREG CÁPSULAS 75 mg (PREGABALINA);2017-04-20 00:00:00;INDOPHARMA S.A.;PREGABALINA;;Receta Médica;TRUE
F-21993/15;NEUROPRON FT COMPRIMIDOS BUCODISPERSABLES 20 mg;2015-07-15 00:00:00;LABORATORIOS ANDRÓMACO S.A.;MEMANTINA;;Receta Médica;
F-15733/16;NEURUM CÁPSULAS 150 mg;2006-11-28 00:00:00;LABORATORIOS SAVAL S.A.;PREGABALINA;;Receta Médica;TRUE
F-18952/21;NEURUM CÁPSULAS 50 mg (PREGABALINA);2011-10-11 00:00:00;LABORATORIOS SAVAL S.A.;PREGABALINA;;Receta Médica;TRUE
F-15732/16;NEURUM CÁPSULAS 75 mg;2006-11-28 00:00:00;LABORATORIOS SAVAL S.A.;PREGABALINA;;Receta Médica;TRUE
F-24560/19;NEURUM COMPRIMIDOS 150 mg;2019-01-15 00:00:00;LABORATORIOS SAVAL S.A.;PREGABALINA;;Receta Médica;TRUE
F-24558/19;NEURUM COMPRIMIDOS 75 mg ;2019-01-15 00:00:00;LABORATORIOS SAVAL S.A.;PREGABALINA;;Receta Médica;TRUE
B-85/18;NEUTROMAX SOLUCIÓN INYECTABLE 30 M.U./mL;1998-01-28 00:00:00;GADOR LTDA.;FILGRASTIM;;Receta Médica;
F-15471/21;NEVANAC SUSPENSIÓN OFTÁLMICA 0,1%;2006-03-31 00:00:00;NOVARTIS CHILE S.A.;NEPAFENACO;;Receta Médica;
F-24640/19;NEVINEX 150 CÁPSULAS 150 mg (PREGABALINA);2019-02-12 00:00:00;OPKO CHILE S.A.;PREGABALINA;;Receta Médica;TRUE
F-24636/19;NEVINEX 75 CÁPSULAS 75 mg (PREGABALINA);2019-02-12 00:00:00;OPKO CHILE S.A.;PREGABALINA;;Receta Médica;TRUE
F-24776/19;NEVOBI COMPRIMIDOS 5 mg;2019-04-12 00:00:00;SEVEN PHARMA CHILE S.p.A.;NEBIVOLOL;;Receta Médica;TRUE
F-24352/18;NEWAY COMPRIMIDOS RECUBIERTOS 5mg (AMBRISENTÁN);2018-11-26 00:00:00;LABORATORIO BIOTOSCANA FARMA S.p.A.;AMBRISENTAN;;Receta Médica;
F-25064/19;NEWCAINA 2%, LIDOCAINA CLORHIDRATO CON EPINEFRINA 1:100.000, SOLUCION INYECTABLE;2019-10-04 00:00:00;BUHOS SOCIEDAD COMERCIAL INDUSTRIAL LTDA.;EPINEFRINA//LIDOCAINA;;Receta Médica;
F-15545/21;NEXAVAR COMPRIMIDOS RECUBIERTOS 200 mg (SORAFENI);2006-05-22 00:00:00;BAYER S.A.;SORAFENIB;;Receta Médica;
F-26287/21;NEXDIA 10 COMPRIMIDOS RECUBIERTOS 10 mg (ESCITALOPRAM);2021-07-28 00:00:00;GADOR LTDA.;ESCITALOPRAM;;Receta Médica;TRUE
F-26289/21;NEXDIA 20 COMPRIMIDOS RECUBIERTOS 20 mg (ESCITALOPRAM);2021-07-28 00:00:00;GADOR LTDA.;ESCITALOPRAM;;Receta Médica;TRUE
F-12370/17;NEXIUM COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 20 mg;2002-08-27 00:00:00;ASTRAZENECA S.A.;ESOMEPRAZOL;;Receta Médica;
F-22659/21;NEXIUM COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 20 mg;2016-05-10 00:00:00;ASTRAZENECA S.A.;ESOMEPRAZOL;;Receta Médica;
F-22660/21;NEXIUM COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 40 mg;2016-05-10 00:00:00;ASTRAZENECA S.A.;ESOMEPRAZOL;;Receta Médica;
F-12371/17;NEXIUM COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 40 mg;2002-08-27 00:00:00;ASTRAZENECA S.A.;ESOMEPRAZOL;;Receta Médica;
F-21315/19;NEXIUM GRÁNULOS CON RECUBRIMIENTO ENTÉRICO PARA SUSPENSIÓN ORAL 10 mg, EN SOBRES;2014-08-13 00:00:00;ASTRAZENECA S.A.;ESOMEPRAZOL;;Receta Médica;
F-14628/20;NEXIUM POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE 40 mg;2005-03-09 00:00:00;ASTRAZENECA S.A.;ESOMEPRAZOL;;Receta Médica;
B-2875/21;NEXOBRID LIOFILIZADO 5 g Y GEL, PARA GEL (CONCENTRADO DE ENZIMAS PROTEOLÍTICAS ENRIQUECIDAS EN BROMELAÍNA);2021-04-14 00:00:00;AVALON PHARMACEUTICAL CHILE S.p.A.;CONCENTRADO DE ENZIMAS PROTEOLÍTICAS ENRIQUECIDAS EN BROMELAÍNA;;Receta Médica;
F-23374/17;NEZEL XR CÁPSULAS CON GRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 75 mg (VENLAFAXINA);2017-03-14 00:00:00;MINTLAB Co. S.A.;VENLAFAXINA;;Receta Médica;TRUE
F-22603/21;NEZEL XR CÁPSULAS CON MICROGRÁNULOS DE LIBERACIÓN PROLONGADA 150 mg (VENLAFAXINA);2016-04-20 00:00:00;MINTLAB Co. S.A.;VENLAFAXINA;;Receta Médica;TRUE
F-25734/20;NIBCLUS COMPRIMIDOS RECUBIERTOS 15 mg (PONATINIB);2020-10-14 00:00:00;VARIFARMA CHILE S.p.A.;PONATINIB ;;Receta Médica;
F-25733/20;NIBCLUS COMPRIMIDOS RECUBIERTOS 45 mg (PONATINIB);2020-10-14 00:00:00;VARIFARMA CHILE S.p.A.;PONATINIB;;Receta Médica;
F-25777/20;NIBITIK CÁPSULAS 140 mg (IBRUTINIB);2020-11-09 00:00:00;VARIFARMA CHILE S.p.A.;IBRUTINIB;;Receta Médica;
F-6401/20;NICERGOLINA COMPRIMIDOS 10 mg;1984-10-19 00:00:00;LABORATORIO PASTEUR S.A.;NICERGOLINA;;Receta Médica;
F-3993/20;NICERGOLINA COMPRIMIDOS RECUBIERTOS 15 mg;1987-04-09 00:00:00;LABORATORIO CHILE S.A.;NICERGOLINA;;Receta Médica;
F-24798/19;NICOL COMPRIMIDOS RECUBIERTOS;2019-04-26 00:00:00;LABORATORIOS SAVAL S.A.;DIENOGEST//ETINILESTRADIOL;;Receta Médica;TRUE
F-17463/19;NICORETTE FRESHMINT RESINA MASTICABLE 2 mg;2009-04-15 00:00:00;JOHNSON & JOHNSON PERSONAL CARE CHILE S.A.;NICOTINA;;Receta Médica;
F-17464/19;NICORETTE FRESHMINT RESINA MASTICABLE 4 mg;2009-05-04 00:00:00;JOHNSON & JOHNSON PERSONAL CARE CHILE S.A.;NICOTINA;;Receta Médica;
F-25347/20;NIFE-PAR SOLUCIÓN ORAL 5 mg/mL (NIFEDIPINO);2020-04-22 00:00:00;GADOR LTDA.;Nifedipino;;Receta Médica;
F-12851/18;NIFEDIPINO COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 20 mg;2003-05-14 00:00:00;LABORATORIO CHILE S.A.;NIFEDIPINO;;Receta Médica;
F-98/17;NIMBEX SOLUCIÓN INYECTABLE 20 mg/10 mL (CISATRACURIO BESILATO);1997-07-16 00:00:00;ASPEN CHILE S.A.;CISATRACURIO BESILATO;;Receta Médica;
B-2766/19;NIMENRIX, LIOFILIZADO PARA SOLUCIÓN INYECTABLE CON SOLVENTE (VACUNA MENINGOCÓCICA CONJUGADA CON TOXOIDE TETÁNICO A POLISACÁRIDOS DE LOS SEROGRUPOS A, C, Y Y W-135);2019-08-27 00:00:00;PFIZER CHILE S.A.;;;Receta Médica;
F-5622/20;NIMUS RETARD COMPRIMIDOS DE LIBERACIÓN PROLONGADA 400 mg;1988-07-21 00:00:00;TECNOFARMA S.A.;BEZAFIBRATO;;Receta Médica;
F-26284/21;NINLARO CÁPSULAS 2,3 mg (IXAZOMIB);2021-08-02 00:00:00;TAKEDA CHILE S.p.A.;IXAZIMIB;;Receta Médica;
F-26288/21;NINLARO CÁPSULAS 3 mg (IXAZOMIB);2021-08-02 00:00:00;TAKEDA CHILE S.p.A.;IXAZOMIB - (NUEVO);;Receta Médica;
F-26291/21;NINLARO CÁPSULAS 4 mg (IXAZOMIB);2021-08-02 00:00:00;TAKEDA CHILE S.p.A.;IXAZOMIB - (NUEVO);;Receta Médica;
F-18301/20;NIOFEN COLD HBP 400/2 COMPRIMIDOS RECUBIERTOS;2010-10-21 00:00:00;LABORATORIOS RECALCINE S.A.;CLORFENAMINA//IBUPROFENO;;Receta Médica;
F-16133/17;NIOFEN COLD HBP COMPRIMIDOS RECUBIERTOS;2007-05-31 00:00:00;LABORATORIOS RECALCINE S.A.;CLORFENAMINA//IBUPROFENO;;Receta Médica;
F-19133/16;NIOFEN COLD HBP SUSPENSIÓN ORAL;2011-12-14 00:00:00;LABORATORIOS RECALCINE S.A.;CLORFENAMINA//IBUPROFENO;;Receta Médica;
F-12283/17;NIOFEN FLU COMPRIMIDOS RECUBIERTOS (IBUPROFENO/PSEUDOEFEDRINA CLORHIDRATO);2002-08-02 00:00:00;LABORATORIOS RECALCINE S.A.;IBUPROFENO//PSEUDOEFEDRINA;;Receta Médica;
F-15217/20;NIOFEN FLU DÍA Y NOCHE COMPRIMIDOS RECUBIERTOS;2005-11-09 00:00:00;LABORATORIOS RECALCINE S.A.;CLORFENAMINA//IBUPROFENO//PSEUDOEFEDRINA;;Receta Médica;
F-15705/21;NIOFEN FLU FORTE CÁPSULAS BLANDAS;2006-09-14 00:00:00;LABORATORIOS RECALCINE S.A.;IBUPROFENO//PSEUDOEFEDRINA;;Receta Médica;
F-12282/17;NIOFEN FLU FORTE COMPRIMIDOS RECUBIERTOS (PSEUDOEFEDRINA CLORHIDRATO / IBUPROFENO);2002-08-02 00:00:00;LABORATORIOS RECALCINE S.A.;IBUPROFENO//PSEUDOEFEDRINA;;Receta Médica;
F-12284/17;NIOFEN FLU FORTE SUSPENSIÓN ORAL(IBUPROFENO/PSEUDOEFEDRINA CLORHIDRATO);2002-08-02 00:00:00;LABORATORIOS RECALCINE S.A.;IBUPROFENO//PSEUDOEFEDRINA;;Receta Médica;
F-14755/20;NIOFEN FLU PM COMPRIMIDOS RECUBIERTOS;2005-04-27 00:00:00;LABORATORIOS RECALCINE S.A.;CLORFENAMINA//IBUPROFENO//PSEUDOEFEDRINA;;Receta Médica;
F-19456/17;NIOFEN FLU PM FORTE COMPRIMIDOS RECUBIERTOS;2012-06-04 00:00:00;LABORATORIOS RECALCINE S.A.;CLORFENAMINA//IBUPROFENO//PSEUDOEFEDRINA;;Receta Médica;
F-12285/17;NIOFEN FLU SUSPENSIÓN ORAL(IBUPROFENO/PSEUDOFEDRINACLORHIDRATO);2002-08-02 00:00:00;LABORATORIOS RECALCINE S.A.;IBUPROFENO//PSEUDOEFEDRINA;;Receta Médica;
F-19420/17;NIOFEN NEO 200/10 COMPRIMIDOS RECUBIERTOS;2012-05-15 00:00:00;LABORATORIOS RECALCINE S.A.;FENILEFRINA//IBUPROFENO;;Receta Médica;
F-19074/16;NIOFEN NEO COMPRIMIDOS RECUBIERTOS;2011-11-13 00:00:00;LABORATORIOS RECALCINE S.A.;FENILEFRINA//IBUPROFENO;;Receta Médica;
F-19075/16;NIOFEN NEO FORTE COMPRIMIDOS RECUBIERTOS;2011-11-13 00:00:00;LABORATORIOS RECALCINE S.A.;FENILEFRINA//IBUPROFENO;;Receta Médica;
F-19110/16;NIOFEN NEO FORTE SUSPENSIÓN ORAL;2011-11-24 00:00:00;LABORATORIOS RECALCINE S.A.;FENILEFRINA//IBUPROFENO;;Receta Médica;
F-19109/16;NIOFEN NEO SUSPENSIÓN ORAL;2011-11-23 00:00:00;LABORATORIOS RECALCINE S.A.;FENILEFRINA//IBUPROFENO;;Receta Médica;
F-12720/17;NIOFEN SUSPENSIÓN ORAL PARA GOTAS 100 mg/mL;2002-12-30 00:00:00;LABORATORIOS RECALCINE S.A.;IBUPROFENO;;Receta Médica;
F-17303/18;NIPLADEN CREMA TÓPICA;2008-12-22 00:00:00;LABORATORIOS RECALCINE S.A.;LIDOCAINA//PRILOCAINA;;Receta Médica;
F-13441/18;NIPOLEN COMPRIMIDOS 4 mg;2003-12-31 00:00:00;MINTLAB Co. S.A.;CLORFENAMINA;;Receta Médica;TRUE
F-12167/17;NIPOLEN JARABE 2,5 mg/5 mL (CLORFENAMINA);2002-06-07 00:00:00;MINTLAB Co. S.A.;CLORFENAMINA;;Receta Médica;
F-26163/21;NIRFOL EMULSIÓN INYECTABLE 10 mg/mL (PROPOFOL) ;2021-05-17 00:00:00;COMERCIALIZADORA ALEFFARMA LTDA.;PROPOFOL;;Receta Médica;
F-26178/21;NIRMET SOLUCIÓN INYECTABLE 500 mg/ 100 mL (METRONIDAZOL);2021-05-27 00:00:00;COMERCIALIZADORA ALEFFARMA LTDA.;METRONIDAZOL;;Receta Médica;TRUE
B-958/20;NISTAGLOS CREMA DÉRMICA;1984-08-29 00:00:00;LABORATORIOS ANDRÓMACO S.A.;;;Receta Médica;
B-815/20;NISTATINA - METRONIDAZOL ÓVULOS VAGINALES;1987-06-01 00:00:00;LABORATORIO CHILE S.A.;METRONIDAZOL//NISTATINA;;Receta Médica;
B-36/17;NISTATINA CÁPSULAS BLANDAS VAGINALES 100.000 U.I.;1997-09-05 00:00:00;INSTITUTO SANITAS S.A.;NISTATINA;;Receta Médica;
B-814/20;NISTATINA ÓVULOS VAGINALES 100.000 U.I.;1981-03-10 00:00:00;LABORATORIO CHILE S.A.;NISTATINA;;Receta Médica;
F-13474/19;NISTATINA SUSPENSIÓN ORAL 100.000 UI/mL;2004-01-27 00:00:00;BPH S.A.;NISTATINA;;Receta Médica;
B-315/18;NISTATINA UNGÜENTO DÉRMICO 100.000 U.I./g;1986-08-27 00:00:00;LABORATORIO CHILE S.A.;NISTATINA;;Receta Médica;
B-1031/21;NISTATINA UNGÜENTO DÉRMICO 100.000 U.I./g;2001-04-25 00:00:00;MINTLAB Co. S.A.;NISTATINA;;Receta Médica;
B-1715/17;NISTATINA UNGÜENTO TÓPICO 100.000 U.I./g;2002-04-09 00:00:00;BPH S.A.;NISTATINA;;Receta Médica;
B-2501/20;NISTATINA UNGUENTO TÓPICO 100.000 UI/g;2015-04-16 00:00:00;LABORATORIO HOSPIFARMA CHILE LTDA.;NISTATINA;;Receta Médica;
F-16174/17;NITEXOL CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 30 mg;2007-07-19 00:00:00;LABORATORIOS ANDRÓMACO S.A.;DULOXETINA;;Receta Médica;
F-16173/17;NITEXOL CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 60 mg;2007-07-19 00:00:00;LABORATORIOS ANDRÓMACO S.A.;DULOXETINA;;Receta Médica;
F-23895/18;NITISINONA CÁPSULAS 2 mg;2018-06-26 00:00:00;STRENUUS MEDICAL LTDA.;NITISINONA;;Receta Médica;
F-23897/18;NITISINONA CÁPSULAS 10 mg;2018-06-26 00:00:00;STRENUUS MEDICAL LTDA.;NITISINONA;;Receta Médica;
F-23896/18;NITISINONA CÁPSULAS 5 mg;2018-06-26 00:00:00;STRENUUS MEDICAL LTDA.;NITISINONA;;Receta Médica;
F-9594/21;NITRENDIPINO COMPRIMIDOS 20 mg;2001-10-22 00:00:00;SYNTHON CHILE LTDA.;NITRENDIPINO;;Receta Médica;TRUE
F-12263/17;NITROFURAL POMADA TÓPICA 0,2 %;2002-07-15 00:00:00;LABORATORIOS MDK S.A.;NITROFURAL;;Receta Médica;
F-9921/21;NITROFURANTOINA MACROCRISTALES CÁPSULAS 100 mg;1994-05-26 00:00:00;MINTLAB Co. S.A.;NITROFURANTOINA;;Receta Médica;TRUE
F-1388/18;NITROFURANTOINA SUSPENSIÓN ORAL 25 mg/5 mL;1969-05-14 00:00:00;LABORATORIO CHILE S.A.;NITROFURANTOINA;;Receta Médica;
F-7716/21;NITROGLICERINA SOLUCIÓN INYECTABLE 0,5 mg/10 mL;1990-04-19 00:00:00;LABORATORIO BIOSANO S.A.;NITROGLICERINA;;Receta Médica;
F-3251/20;NITROGLICERINA SOLUCIÓN INYECTABLE 200 mcg/mL EN DEXTROSA AL 5%;2000-04-13 00:00:00;INDUSTRIAL Y COMERCIAL BAXTER DE CHILE LTDA.;NITROGLICERINA;;Receta Médica;
F-7717/21;NITROGLICERINA SOLUCIÓN INYECTABLE 50 mg/10 mL;1991-06-27 00:00:00;LABORATORIO BIOSANO S.A.;NITROGLICERINA;;Receta Médica;
F-10905/16;NITROGLICERINA SOLUCIÓN INYECTABLE 50 mg/10 mL.;1992-12-28 00:00:00;LABORATORIO SANDERSON S.A.;NITROGLICERINA;;Receta Médica;
F-16649/17;NITROPRESS SOLUCIÓN CONCENTRADA PARA PERFUSIÓN 50 mg/2 mL (NITROPRUSIATO DE SODIO);2007-12-31 00:00:00;PFIZER CHILE S.A.;NITROPRUSIATO;;Receta Médica;
F-14773/20;NITROPRUSIATO DE SODIO DIHIDRATO POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE 50 mg CON SOLVENTE;2005-05-16 00:00:00;BPH S.A.;NITROPRUSIATO;;Receta Médica;TRUE
F-24174/18;NITYR COMPRIMIDOS 10 mg (NITISINONA);2018-10-10 00:00:00;AXON PHARMA S.p.A.;NITISINONA;;Receta Médica;TRUE
F-9007/21;NO-REF CÁPSULAS;1990-04-27 00:00:00;INSTITUTO SANITAS S.A.;CLORDIAZEPOXIDO//METOCLOPRAMIDA//SIMETICONA;Psicotrópico;Receta Médica;
F-22300/20;NOCOF SOLUCIÓN ORAL 60 mg/10 mL (LEVODROPROPIZINA);2015-11-19 00:00:00;LABORATORIO CHILE S.A.;LEVODROPROPIZINA;;Receta Médica;TRUE
F-9006/16;NOCPAZ COMPRIMIDOS 25 mg;1994-11-09 00:00:00;INSTITUTO SANITAS S.A.;DOXILAMINA;;Receta Médica;
F-22824/21;NODOCIB CÁPSULAS 200 mg (CELECOXIB);2016-06-23 00:00:00;LABORATORIO PASTEUR S.A.;CELECOXIB;;Receta Médica;TRUE
F-18640/21;NODUTAX COMPRIMIDOS RECUBIERTOS 25 mg (EXEMESTANO);2011-05-13 00:00:00;SYNTHON CHILE LTDA.;EXEMESTANO;;Receta Médica;TRUE
F-22357/20;NOGESTA COMPRIMIDOS RECUBIERTOS 75 mcg (DESOGESTREL);2015-12-21 00:00:00;LABORATORIO CHILE S.A.;DESOGESTREL;;Receta Médica;TRUE
F-11451/16;NOGRYP COMPRIMIDOS;1996-12-18 00:00:00;EUROFARMA CHILE S.A.;CLORFENAMINA//PARACETAMOL//PSEUDOEFEDRINA;;Receta Médica;
F-16856/18;NOGRYP DÍA Y NOCHE COMPRIMIDOS RECUBIERTOS;2008-06-11 00:00:00;EUROFARMA CHILE S.A.;CLORFENAMINA//PARACETAMOL//PSEUDOEFEDRINA;;Receta Médica;
N-112/16;NOKATAR COMPRIMIDOS RECUBIERTOS 40 mg;1996-12-19 00:00:00;LABORATORIOS PRATER S.A.;Ginkgo Biloba Extracto;;Receta Médica;
F-4071/20;NOLVADEX - D COMPRIMIDOS RECUBIERTOS 20 mg;1985-08-08 00:00:00;ASTRAZENECA S.A.;TAMOXIFENO;;Receta Médica;
F-21893/20;NOLVADEX - D COMPRIMIDOS RECUBIERTOS 20 mg;2015-06-03 00:00:00;ASTRAZENECA S.A.;TAMOXIFENO;;Receta Médica;
F-18218/20;NONTOX SOLUCIÓN ORAL 60 mg/10 mL;2010-08-31 00:00:00;LABORATORIOS RECALCINE S.A.;LEVODROPROPIZINA;;Receta Médica;
F-18530/21;NONTOX SOLUCIÓN PARA GOTAS ORALES 60 mg/mL;2011-03-07 00:00:00;LABORATORIOS RECALCINE S.A.;LEVODROPROPIZINA;;Receta Médica;
F-20978/19;NORAH COMPRIMIDOS RECUBIERTOS;2014-03-26 00:00:00;LABORATORIO CHILE S.A.;DIENOGEST//ETINILESTRADIOL;;Receta Médica;TRUE
F-24287/18;NORAH COMPRIMIDOS RECUBIERTOS;2018-11-07 00:00:00;LABORATORIO CHILE S.A.;DIENOGEST//ETINILESTRADIOL;;Receta Médica;TRUE
F-3860/19;NORDETTE GRAGEAS;1975-08-08 00:00:00;LABORATORIOS WYETH LLC.;ETINILESTRADIOL//LEVONORGESTREL;;Receta Médica;
F-25179/19;NORDIMET 10 SOLUCIÓN INYECTABLE 10 mg/0,4 mL (METOTREXATO);2019-12-17 00:00:00;GADOR LTDA.;METOTREXATO;;Receta Médica;TRUE
F-25183/19;NORDIMET 10 SOLUCIÓN INYECTABLE 10 mg/0,4 mL (METOTREXATO);2019-12-17 00:00:00;GADOR LTDA.;METOTREXATO;;Receta Médica;TRUE
F-25180/19;NORDIMET 15 SOLUCIÓN INYECTABLE 15 mg/0,6 mL (METOTREXATO);2019-12-17 00:00:00;GADOR LTDA.;METOTREXATO;;Receta Médica;TRUE
F-25181/19;NORDIMET 20 SOLUCIÓN INYECTABLE 20 mg/0,8 mL (METOTREXATO);2019-12-17 00:00:00;GADOR LTDA.;METOTREXATO;;Receta Médica;TRUE
F-25184/19;NORDIMET 20 SOLUCIÓN INYECTABLE 20 mg/0,8 mL (METOTREXATO);2019-12-17 00:00:00;GADOR LTDA.;METOTREXATO;;Receta Médica;TRUE
F-25182/19;NORDIMET 25 SOLUCIÓN INYECTABLE 25 mg/1,0 mL (METOTREXATO);2019-12-17 00:00:00;GADOR LTDA.;METOTREXATO;;Receta Médica;TRUE
B-1754/18;NORDITROPIN SOLUCIÓN INYECTABLE 10 mg/1,5 mL;2003-06-02 00:00:00;NOVO NORDISK FARMACÉUTICA LTDA.;SOMATROPINA;;Receta Médica;
B-2701/18;NORDITROPIN SOLUCIÓN INYECTABLE 10 mg/1,5 mL (SOMATROPINA);2018-06-28 00:00:00;NOVO NORDISK FARMACÉUTICA LTDA.;SOMATROPINA;;Receta Médica;
B-2857/21;NORDITROPIN SOLUCIÓN INYECTABLE 10 mg/1,5 mL (SOMATROPINA);2021-02-09 00:00:00;NOVO NORDISK FARMACÉUTICA LTDA.;;;Receta Médica;
B-1755/18;NORDITROPIN SOLUCIÓN INYECTABLE 15 mg/1,5 mL;2003-06-02 00:00:00;NOVO NORDISK FARMACÉUTICA LTDA.;SOMATROPINA;;Receta Médica;
B-2702/18;NORDITROPIN SOLUCIÓN INYECTABLE 15 mg/1,5 mL (SOMATROPINA);2018-06-28 00:00:00;NOVO NORDISK FARMACÉUTICA LTDA.;SOMATROPINA;;Receta Médica;
B-2858/21;NORDITROPIN SOLUCIÓN INYECTABLE 15 mg/1,5 mL (SOMATROPINA);2021-02-09 00:00:00;NOVO NORDISK FARMACÉUTICA LTDA.;;;Receta Médica;
B-1753/18;NORDITROPIN SOLUCIÓN INYECTABLE 5 mg/1,5 mL;2003-06-02 00:00:00;NOVO NORDISK FARMACÉUTICA LTDA.;SOMATROPINA;;Receta Médica;
B-2700/18;NORDITROPIN SOLUCIÓN INYECTABLE 5 mg/1,5 mL (SOMATROPINA);2018-06-28 00:00:00;NOVO NORDISK FARMACÉUTICA LTDA.;SOMATROPINA;;Receta Médica;
B-2856/21;NORDITROPIN SOLUCIÓN INYECTABLE 5 mg/1,5 mL (SOMATROPINA);2021-02-09 00:00:00;NOVO NORDISK FARMACÉUTICA LTDA.;;;Receta Médica;
F-385/18;NORDOX COMPRIMIDOS RECUBIERTOS 200 mg (FENAZOPIRIDINA CLORHIDRATO);1998-02-27 00:00:00;TECNOFARMA S.A.;FENAZOPIRIDINA;;Receta Médica;
F-24669/19;NOREPINEFRINA SOLUCION INYECTABLE 4 mg/4 mL;2019-02-22 00:00:00;GADOR LTDA.;NOREPINEFRINA;;Receta Médica;TRUE
F-18670/21;NORETISTERONA ENANTATO + ESTRADIOL VALERATO SOLUCIÓN INYECTABLE;2011-06-06 00:00:00;FAES FARMA CHILE, SALUD Y NUTRICIÓN LTDA.;ESTRADIOL//NORETISTERONA;;Receta Médica;
